study_hours,break_time,sleep_hours,focus_score,previous_score,course,difficulty,goal_type,energy_level,time_of_day,distraction,day,target
8.874889192473862,0.16547660697414313,9.49050000014845,3.640137640030806,69.44166075561904,general,high,exam,high,afternoon,high,tuesday,Pomodoro
2.536914340030032,0.5344197909721482,7.054680311125132,2.327085256835214,76.69934053876085,dbms,low,concept,low,night,high,sunday,Pomodoro
9.514680562619482,0.4894311940474019,4.789391839836128,3.7204903044680364,93.70511036597887,machine learning,low,revision,low,afternoon,medium,wednesday,Pomodoro
1.0837926168611831,0.8847874814963872,4.2764150180528056,5.894901290450058,60.31324164622308,operating systems,low,exam,medium,night,medium,tuesday,Spaced Repetition
7.783124639886914,1.936224472812233,8.67731721277157,1.2020432358819222,75.99314728316648,dbms,low,revision,medium,night,high,sunday,Pomodoro
5.818337853745549,0.33824972528835606,5.934698858263898,4.961995536305487,89.99258127746809,mathematics,medium,exam,medium,night,medium,monday,Pomodoro
1.4545672374905392,0.08776217673748721,8.322239276393217,5.000319801800119,55.37754252215305,mathematics,low,revision,medium,morning,medium,sunday,Spaced Repetition
1.7132464551693594,0.3829792298162389,6.317418371794537,5.363728657444932,61.29970694883651,machine learning,medium,revision,high,afternoon,medium,tuesday,Spaced Repetition
6.9388288014613515,0.8631686582350184,8.581618402528083,9.933379467234943,79.54208086594008,data structures,medium,concept,high,morning,low,sunday,Spaced Repetition
8.42353443456166,1.713224672449852,9.566047248997116,9.548462849377291,73.28954779019837,operating systems,low,revision,low,morning,low,monday,Spaced Repetition
2.446420142718871,1.9565309270589482,4.951121404164457,5.387210519175766,61.84726341049033,algorithms,low,concept,medium,morning,low,monday,Spaced Repetition
1.3652714092122558,1.8274549880129185,8.997964831318003,3.678136447967339,87.35743928062628,algorithms,low,revision,medium,night,low,wednesday,Pomodoro
4.263248913352093,0.13281070692099473,9.936097084252236,1.353627506356232,79.29442738887154,data structures,low,revision,low,afternoon,low,thursday,Pomodoro
7.325797996450913,0.13602046390484102,5.162734780140129,2.9310833808356485,84.28904529050138,dbms,medium,exam,low,night,low,wednesday,Pomodoro
5.6664367744801645,0.7046177684183565,5.404346650104995,1.448029013707394,56.11000457184972,general,low,exam,high,afternoon,medium,sunday,Pomodoro
5.4039047272760925,1.0251524318484233,5.606645887624705,5.094556991577997,68.24709982076243,dbms,high,exam,low,afternoon,low,wednesday,Spaced Repetition
5.466656129505758,1.0889226642983372,5.010643306791492,7.8441814564846,99.09574650648949,machine learning,medium,revision,high,afternoon,high,thursday,Pomodoro
5.084619074262204,1.081221988649458,9.097601049894749,5.321214456745358,62.392442146307616,machine learning,low,concept,high,morning,high,tuesday,Pomodoro
5.6724673561708645,0.596115143589619,6.5352362813431295,3.685039692287489,55.78155014456704,dbms,medium,concept,high,night,low,wednesday,Pomodoro
4.878847565625326,0.34957343009031594,9.9226005155447,6.05035191191657,81.24621165645203,dbms,high,concept,medium,night,low,saturday,Spaced Repetition
4.814273666562168,1.29972784340515,4.148183786116668,8.292332174655582,72.19469140171722,operating systems,low,exam,high,morning,high,tuesday,Pomodoro
7.174218015423019,0.4998034432737797,4.393604589670177,7.215537811479727,74.34446355806591,mathematics,medium,concept,high,night,high,tuesday,Pomodoro
3.9946073858546995,0.14236047263617246,4.537121180781054,4.9040044696643825,61.34758766925958,data structures,low,exam,low,afternoon,high,thursday,Pomodoro
3.6897686990818093,0.3859680158780572,4.697083445524535,6.546286365137312,66.63135946843417,operating systems,medium,concept,high,morning,high,monday,Pomodoro
7.60805021067475,0.11021927988133351,9.327237591107982,7.326925535321376,52.967559900925735,machine learning,medium,exam,high,morning,high,wednesday,Pomodoro
2.896359985674156,0.45506775387292664,5.677608595870791,2.146672645258861,78.35577299088177,operating systems,low,revision,medium,night,low,saturday,Pomodoro
7.948805714931566,1.684742667636644,8.563639488340371,2.5138998319018744,90.01444657874421,general,low,revision,low,afternoon,high,saturday,Pomodoro
6.436044979655501,1.742667184680565,9.99342819857846,6.469864918690821,64.28235245975021,machine learning,medium,exam,medium,morning,medium,saturday,Spaced Repetition
6.4986354948902925,0.08024924052201898,9.408680977230278,6.016863513378878,92.10856907216618,operating systems,high,exam,medium,night,low,monday,Spaced Repetition
8.361137591491955,0.07672772271140227,9.224783034028679,5.614749098145366,63.89501409180477,machine learning,medium,revision,low,night,low,wednesday,Spaced Repetition
1.8558428293965652,0.10842348841198612,8.352868204092921,1.7295360748984283,82.9871788935274,machine learning,low,revision,low,morning,high,friday,Pomodoro
8.267301420867181,0.2187118062189577,6.383747757675434,4.031629313024374,74.1689432881955,algorithms,low,exam,low,morning,low,thursday,Pomodoro
9.574055798491681,0.8097197792362887,7.038103319684874,9.743647211237253,56.574336497388614,mathematics,medium,revision,medium,morning,high,saturday,Pomodoro
8.953600499482482,1.1229558874733536,5.1156018452463075,3.0193225812863744,69.63095174248602,general,medium,exam,medium,afternoon,high,thursday,Pomodoro
5.943416440135984,1.4967216668572394,8.7035715307168,3.9214791828725017,83.26955609283263,algorithms,high,revision,medium,morning,high,tuesday,Pomodoro
6.268378805118607,1.0952322013074942,7.842899758853273,3.3350425396126866,45.07892521507774,dbms,low,exam,medium,night,low,friday,Pomodoro
8.101365437818425,0.7019512478521828,6.427922449891301,4.543136973915516,51.51239106427009,algorithms,high,revision,medium,morning,medium,friday,Pomodoro
1.4201633790934638,1.559063363647866,5.515516040108345,8.466794248176356,82.23620002207093,dbms,medium,revision,low,night,low,friday,Spaced Repetition
7.080796574783997,1.0851509050711603,5.398267769601235,6.1626507214861705,89.29213467338117,mathematics,high,concept,high,morning,high,sunday,Pomodoro
4.533289753250001,0.6840453284959633,8.99343464025065,3.4731802969111047,83.98918138639513,algorithms,high,revision,low,afternoon,medium,thursday,Pomodoro
6.227171468681282,1.4287751240745847,9.499858616163497,7.349469867411615,80.30675621529195,machine learning,medium,concept,low,morning,high,monday,Pomodoro
5.403069101841516,0.7658747645832342,5.332493129253939,8.421637175208037,76.50100279190072,operating systems,medium,concept,high,morning,high,tuesday,Pomodoro
9.978243336513751,1.7738842217657347,8.862619513693751,4.368753940656922,53.87885093573761,algorithms,low,exam,high,afternoon,medium,friday,Pomodoro
3.8128928701305,1.8288834589746767,9.043795868914751,8.628762965583297,86.29418356334958,general,medium,concept,high,afternoon,high,friday,Pomodoro
2.609569616570194,1.8038322156757656,6.3831213179027735,3.2075137447693063,66.90447046095598,operating systems,low,concept,high,morning,low,friday,Pomodoro
1.830421041064865,1.4590338571462442,6.083725996916048,7.1294510055740075,62.372590552130674,data structures,low,revision,medium,morning,high,wednesday,Pomodoro
5.397444332901863,1.2064442713159274,5.953486795114069,9.852375697648968,80.04106978302376,general,high,revision,medium,morning,low,sunday,Spaced Repetition
6.013061256818157,1.7879453368488585,9.846096739144183,1.4163572560599995,61.34644505203961,machine learning,low,revision,low,night,medium,thursday,Pomodoro
5.351698606284743,1.3708810447425828,8.674032363544226,1.1804743880560769,93.4281744390334,dbms,low,exam,low,morning,low,friday,Pomodoro
7.49158542076444,0.31285383764323815,9.099624948428342,7.535705354758946,90.50952186191574,machine learning,low,revision,low,afternoon,low,wednesday,Spaced Repetition
6.785218451458742,1.3856023972598175,9.225805599175256,4.081006742148917,86.18633844313513,machine learning,high,revision,high,afternoon,medium,tuesday,Pomodoro
7.74383819628191,1.9293809576569219,4.441380125294594,1.4809114215191546,96.25302024444031,general,high,exam,high,morning,medium,sunday,Pomodoro
3.4505709463732077,0.3387929992631571,7.724912821035351,7.470916811679098,74.17127672092195,operating systems,low,exam,high,night,high,sunday,Pomodoro
2.1415953420333746,0.92385040841147,9.068750427195468,9.078059741078441,55.87897029992569,machine learning,low,concept,low,afternoon,high,sunday,Pomodoro
4.197606788973869,0.09832165831009632,4.186341256210934,5.987631299039189,85.72196326234307,dbms,high,exam,low,morning,low,saturday,Spaced Repetition
4.934548446041594,0.5589388824592971,7.491191599028247,1.4981481029628567,48.67478261437508,mathematics,medium,revision,low,morning,low,wednesday,Pomodoro
5.986525451141897,1.861665728351615,4.032093932165337,7.734149255628101,94.18303918615092,mathematics,high,exam,low,night,high,wednesday,Pomodoro
8.258463514947207,0.35929063172826337,9.757565230166442,4.466463649952864,60.4941779766565,general,medium,concept,low,afternoon,high,wednesday,Pomodoro
6.987455526132197,0.15739715341501892,7.622530863025678,2.4753854885788247,84.15721363091069,dbms,medium,concept,medium,morning,low,tuesday,Pomodoro
9.292774013886948,0.2572481208783841,6.6746724853568224,8.338191614700053,93.35912559569917,mathematics,low,revision,low,afternoon,medium,monday,Spaced Repetition
8.935455757558566,1.7836404228132257,5.178647891336715,6.524613505069518,45.26305850319786,general,high,concept,low,night,low,tuesday,Spaced Repetition
3.5428677729619924,0.756049898868804,4.617676868201717,7.471205383902409,70.23332780747641,machine learning,medium,concept,low,morning,medium,wednesday,Spaced Repetition
1.231681687724946,0.6820957456612471,8.8198274411082,9.075686461747647,71.09309893815565,algorithms,medium,concept,high,night,medium,sunday,Spaced Repetition
4.077410442172539,1.8484368696853202,4.14634595866058,6.232824053821784,72.93595146996026,operating systems,low,revision,high,night,low,wednesday,Spaced Repetition
2.3220474752163947,1.7116458142478073,8.085503275703509,2.679206493282772,56.16158203981227,general,low,concept,medium,morning,high,thursday,Pomodoro
4.43106957497389,1.98142511724621,5.485702523048311,5.558107393328626,90.66414059143193,algorithms,low,exam,low,night,medium,monday,Spaced Repetition
5.135520399132857,0.7250194626442472,7.519877966649551,6.619354281312493,79.19737245408176,dbms,high,exam,medium,morning,medium,sunday,Spaced Repetition
7.437403742583199,1.1134646155184356,9.128443711551872,9.36624785137812,51.05319395778156,operating systems,low,concept,medium,night,medium,saturday,Spaced Repetition
5.754039469544412,1.3237567760893825,5.244816628353263,9.152651728889161,90.31295242148758,mathematics,medium,concept,medium,night,medium,friday,Spaced Repetition
1.6051657064683296,0.92937893689033,8.924415044894381,6.530869163991839,89.9297472237471,algorithms,high,concept,low,afternoon,medium,monday,Spaced Repetition
3.2507422202254763,1.6731047823392275,7.073802165492799,2.2171707212185123,74.25949427955871,general,low,concept,high,night,high,tuesday,Pomodoro
3.6089261158047368,0.029030189055217592,7.449034227159249,4.620472906882902,62.47895314088972,operating systems,medium,revision,medium,night,low,sunday,Pomodoro
6.3973397206729015,1.5529737626313336,8.49494693905919,3.9589685874333167,76.65160501101101,general,medium,concept,medium,afternoon,low,thursday,Pomodoro
4.743906471777175,1.493341929573274,4.562931234372659,5.613255128192594,73.85168750792472,machine learning,medium,exam,high,night,medium,sunday,Spaced Repetition
5.336230982850473,1.1424278192295951,8.953184940080497,3.4771249533801023,44.51212172576815,machine learning,medium,exam,high,morning,medium,monday,Pomodoro
4.591984155172563,0.8308780325193217,6.447775613234358,3.920986987578335,86.90122586598385,general,low,exam,low,night,low,monday,Pomodoro
8.299785215802325,0.17515114683234945,8.834052274256225,7.022652869792287,83.94648754782696,general,low,exam,low,morning,low,friday,Spaced Repetition
5.02092851021427,0.9456512497926048,7.861457336438921,1.9726974429974948,66.17466690185904,general,medium,exam,high,morning,high,monday,Pomodoro
1.952203234817259,1.2570880617577223,4.570241443909716,1.854582826764979,83.69100143130893,general,low,exam,medium,morning,high,wednesday,Pomodoro
5.587813602107842,1.170521751019693,6.156033943094723,5.2782316091278165,61.810867442156,algorithms,medium,concept,low,morning,low,monday,Spaced Repetition
9.13943021198971,1.9376328829667533,9.95135714391785,8.10785596361171,79.81012416431543,algorithms,high,exam,medium,night,high,saturday,Deep Work
9.043967689857503,1.0596181141401082,8.016090104576776,8.484165333194074,49.01863734903813,algorithms,medium,exam,low,night,low,thursday,Spaced Repetition
1.278735430802591,0.5497913165141755,4.196799245661376,4.783018502759491,93.70600174397467,dbms,medium,exam,low,afternoon,high,wednesday,Pomodoro
1.3230347607003918,1.8297156118415192,6.11209949501127,4.697281009087126,41.10229927228627,machine learning,high,revision,high,morning,low,wednesday,Pomodoro
7.194636985845295,0.43944550022079376,6.632030180818293,8.038016430345472,87.03715108587045,dbms,low,revision,low,night,low,saturday,Spaced Repetition
3.0558326707757812,0.548023560771095,5.889046932452413,2.051236969605568,56.389577222196706,dbms,high,concept,medium,morning,medium,tuesday,Pomodoro
7.185547039718149,0.19150839732671532,9.535434429434801,6.116249819411376,61.82353126814105,operating systems,low,revision,high,night,medium,monday,Spaced Repetition
7.055695340287221,1.6860738938554065,6.392929161544345,5.699138440889592,64.09250428031694,algorithms,medium,exam,medium,afternoon,low,tuesday,Spaced Repetition
5.480822624628873,1.6836174180576378,8.808112349621492,4.694543392135209,53.8050695114485,mathematics,medium,concept,low,morning,high,saturday,Pomodoro
1.535321467975506,1.221815044316793,6.269240703238467,8.14506089675065,92.4648732517887,machine learning,medium,exam,medium,night,medium,tuesday,Spaced Repetition
5.801306283156634,0.10551322966418164,6.741633099389494,9.47942125326994,93.27156098413316,dbms,low,revision,low,night,high,wednesday,Pomodoro
5.244477136669831,1.4219758829273659,6.634248932926887,2.0151722697991925,82.3529466809033,general,high,concept,low,night,medium,thursday,Pomodoro
6.784962954564633,0.6555424116824378,9.160441113938756,2.103652449802059,66.00782198398743,general,high,concept,low,morning,medium,wednesday,Pomodoro
3.1427669152640583,1.640553719537309,5.255930896282102,3.167902573349344,47.793928272208646,data structures,medium,revision,low,night,high,monday,Pomodoro
3.24963083115546,1.2190570195081272,7.511168712357123,4.327640297854199,69.16345251416085,general,high,concept,low,afternoon,low,thursday,Pomodoro
6.946546537982364,1.9012127431597456,8.378070481883448,1.468412548805183,93.05471043573725,mathematics,low,revision,low,afternoon,medium,wednesday,Pomodoro
3.881675974636498,1.82688939695118,6.455352881150776,7.734103448441583,46.80773150239444,operating systems,high,revision,medium,afternoon,low,wednesday,Spaced Repetition
8.210543529657922,1.2087614381656162,5.19125715320921,5.453456109592781,84.53861473202346,machine learning,medium,revision,medium,afternoon,high,tuesday,Pomodoro
6.9702634986084355,0.8164750386925974,5.682779345227915,7.579926847032059,54.531006735626065,mathematics,low,revision,high,morning,low,wednesday,Spaced Repetition
9.864552847254798,0.05767265384341069,6.02883993090285,1.9706793810607823,55.73829588306637,data structures,low,exam,medium,morning,medium,saturday,Pomodoro
9.738142403048824,0.7472113190681182,8.088763675103028,1.5718215018152673,63.77484080898436,data structures,low,revision,high,afternoon,medium,friday,Pomodoro
7.331755061633774,1.2897120868594536,6.243632281622648,9.558472166792509,41.33216877927102,general,high,exam,high,night,low,wednesday,Spaced Repetition
5.807983689381226,1.6476034998410758,4.6188805652701665,9.487186386811626,87.70437287086983,operating systems,high,revision,medium,afternoon,high,saturday,Pomodoro
8.049610831949797,1.9255696159614644,4.759935237083163,4.785672131909374,68.85649648505822,general,medium,exam,medium,night,high,wednesday,Pomodoro
1.9735244879568339,1.9733935921608476,7.7160894937530236,6.857797557287267,51.933502176281046,dbms,high,exam,low,afternoon,low,monday,Spaced Repetition
7.57463188623694,0.0806504794419014,4.568610826207564,1.061093566212308,49.17659118852557,dbms,low,concept,medium,morning,high,monday,Pomodoro
9.425130143861212,1.0403204460487914,6.188908577847141,8.860523121182975,63.69941623294195,machine learning,medium,revision,medium,morning,medium,friday,Spaced Repetition
3.606244342036544,1.1543994928451229,4.395352990191836,2.721602410268629,64.44431629668092,algorithms,low,concept,medium,morning,medium,saturday,Pomodoro
4.9170764620848155,1.8936851033350317,6.8055336909926005,8.874454650424042,88.64968680173625,general,low,concept,low,afternoon,high,tuesday,Pomodoro
9.807886732041684,1.453208874663738,9.572376215664013,8.238742416599651,49.786880507000724,machine learning,high,exam,low,afternoon,high,monday,Deep Work
4.235888300680031,0.2516046726921026,7.535989869686368,5.726267665926667,52.17961355147183,machine learning,high,concept,low,morning,medium,friday,Spaced Repetition
7.324644693606282,1.5854068115615028,7.774705471805601,2.3739234808670537,82.61039599540965,algorithms,medium,concept,medium,afternoon,high,friday,Pomodoro
4.2392263259382705,1.3356124399732339,4.24357591181424,4.516776861103037,87.45098065799075,operating systems,medium,revision,medium,morning,medium,monday,Pomodoro
9.829265402035686,1.2274159390874946,8.761224413372986,1.7703959754049148,51.0074730855319,algorithms,high,exam,high,afternoon,high,thursday,Pomodoro
4.285845282086253,1.2229897054383982,8.176188441934682,4.082276972676738,46.47774688665013,general,low,revision,low,morning,medium,wednesday,Pomodoro
1.3028475105912394,0.28221929666529855,7.652787761082362,2.6136661173404363,53.54578449250169,general,high,exam,medium,afternoon,high,wednesday,Pomodoro
2.148113362278558,1.8066022547775187,8.03367297684448,9.077757601391781,66.82963027183982,operating systems,medium,concept,low,morning,medium,wednesday,Spaced Repetition
9.605195707081322,1.396545187061093,5.24662377663837,1.1825228340512273,68.76494791762612,mathematics,medium,exam,low,morning,medium,saturday,Pomodoro
9.938386932311445,1.516605234421037,8.761794485533485,6.548147904059177,99.15535953820105,algorithms,low,revision,medium,night,medium,thursday,Spaced Repetition
3.6880494164879476,1.7338820856610246,8.480459846788959,8.71988993535198,69.69896768274765,general,low,revision,low,afternoon,low,saturday,Spaced Repetition
2.8983460249586073,1.3450448084762787,8.225554447014517,6.027601031795705,94.21707218792264,general,medium,revision,medium,morning,medium,friday,Spaced Repetition
4.886245907073208,1.5716169684887,6.774740902390888,9.468692090585144,69.18232604950886,algorithms,low,concept,medium,night,low,wednesday,Spaced Repetition
1.2400908634798529,0.02485118758786453,9.278862614318111,1.4057997040485093,83.87326659239477,general,medium,concept,medium,night,low,tuesday,Pomodoro
5.935608430677205,0.39462794115211985,5.9035312986982,3.537365965764047,71.85154205730855,mathematics,high,concept,low,morning,medium,friday,Pomodoro
5.654087993019974,1.5272209592283172,6.683994559997126,8.10878158931985,77.10077842272744,mathematics,high,concept,low,night,medium,monday,Spaced Repetition
7.691898426735651,1.1614742795947037,6.328798486013496,2.5368425510534705,53.61022613952971,dbms,high,exam,medium,morning,low,wednesday,Pomodoro
1.6001407032672212,1.6593373605301902,7.374270282306413,7.037440126983418,82.18563422556596,machine learning,low,exam,medium,night,low,saturday,Spaced Repetition
9.726011877008668,1.4925086902925766,5.053600838251104,1.5808229546020862,74.65968620317982,dbms,low,exam,low,morning,medium,tuesday,Pomodoro
8.649888338521095,1.6925746729729203,6.1381998265303395,8.492488308873696,91.04670941995963,machine learning,low,revision,high,afternoon,high,monday,Pomodoro
4.096679440333201,1.994263788316732,8.634465997763705,7.851479107153713,97.31456609724063,general,high,concept,high,morning,medium,thursday,Deep Work
3.0525563521001793,0.023052028105970512,4.782044341414432,3.783413003497258,47.01272563545634,machine learning,low,concept,low,night,medium,wednesday,Pomodoro
1.416323703351555,0.5324913987880069,6.983214421339318,4.779448168134143,51.51016687606064,operating systems,high,exam,high,night,medium,wednesday,Pomodoro
2.8615339955494763,1.3080461553175209,6.497302186193886,2.616933601269208,81.34654488920944,mathematics,medium,revision,low,afternoon,high,sunday,Pomodoro
2.03509843145288,1.3896414597434414,6.649283733278983,9.504863070002587,48.496681037073955,data structures,medium,exam,low,morning,high,friday,Pomodoro
9.11337265990674,0.5407664706213127,8.821250660958565,9.960437816231554,55.15978013027694,general,high,exam,high,night,medium,sunday,Deep Work
2.98116319777774,0.5638737686835169,6.6615982079091225,2.5399223057206166,92.39526140150036,machine learning,medium,revision,medium,morning,medium,friday,Pomodoro
2.4008319348543172,0.7838823795768748,6.940025504586061,1.9936854790905363,65.17082256025103,operating systems,low,exam,low,night,low,monday,Pomodoro
3.0842469216009945,0.3624360872272345,8.861819794739995,2.215343230124927,68.11909821978311,machine learning,medium,exam,low,afternoon,low,monday,Pomodoro
2.5312846615944213,0.6322097758817913,6.546956996059211,3.7839180192240063,56.83813479259095,algorithms,medium,concept,high,night,medium,friday,Pomodoro
2.047136048716634,0.720324306427583,9.809247566220197,9.30637070290546,93.0445177786111,dbms,high,revision,high,morning,low,monday,Deep Work
5.350528600139138,0.5270143070417137,6.138860025086725,2.4649849092283187,69.34804190295444,general,low,concept,medium,night,medium,tuesday,Pomodoro
1.2025389468581782,0.8882260103508128,8.688137310371202,7.120414507368428,78.10941933183611,general,high,concept,high,morning,high,monday,Deep Work
6.192705794215339,0.3043492037638358,5.059858179222817,3.568252473980692,97.35220259611117,algorithms,low,concept,medium,afternoon,high,sunday,Pomodoro
4.017961067130419,1.6317105114913808,8.815387206091744,8.611377235450544,46.93107400641893,general,low,concept,high,afternoon,low,friday,Spaced Repetition
2.5035010252190713,1.985661650889394,7.378077659029978,4.2095961894344684,57.29216163100233,general,low,concept,low,night,low,friday,Pomodoro
7.154587275808253,1.5840891820979224,5.75644929149896,1.7126776819776326,69.26937024291286,machine learning,high,exam,low,morning,medium,saturday,Pomodoro
3.5818018748451457,0.5371592086659331,9.166377618878316,1.6287572861619553,80.65667092597565,algorithms,low,concept,medium,afternoon,high,wednesday,Pomodoro
8.965137920925327,0.4430543038047341,6.781287035553531,5.232916431434857,92.41451834558404,data structures,low,concept,high,night,high,wednesday,Pomodoro
2.305294603748996,1.4736102134419982,7.608321915890716,6.899081108442077,40.52014539070786,dbms,low,concept,low,morning,medium,monday,Spaced Repetition
6.898448795171079,0.8367260768575862,8.284918878353043,8.751090045343473,49.28109089109167,operating systems,low,revision,high,night,low,monday,Spaced Repetition
2.393341793845617,0.7392862352450429,5.975831877187596,4.811865195173573,74.29819707844796,dbms,medium,revision,medium,afternoon,high,friday,Pomodoro
1.1349865033942301,0.3222000465128445,9.97607670029349,2.619996549496182,70.15285640332138,dbms,medium,revision,low,morning,medium,sunday,Pomodoro
4.87444225088359,0.9344826888176743,5.440508211619863,9.051380860158746,72.55287173803876,machine learning,medium,exam,high,night,high,tuesday,Pomodoro
5.543873335857763,1.774213025037341,6.148868687174833,4.407781450636847,65.08784097825587,operating systems,low,concept,low,morning,medium,friday,Pomodoro
9.344858183117479,1.1771721946985085,6.44643529714957,6.860592646692564,86.07800546858832,algorithms,medium,revision,medium,morning,low,thursday,Spaced Repetition
5.83452389443626,0.4070710449636097,4.934509737193179,8.923797125862443,66.02342216988527,mathematics,high,exam,low,night,medium,tuesday,Spaced Repetition
1.1176888075715337,0.343401673100618,7.922587018559417,1.2292542256159642,43.81653977059004,algorithms,medium,exam,high,afternoon,high,sunday,Pomodoro
2.5333052570337804,0.9994113466693106,7.563643725660432,2.335615268375938,63.93048471681824,general,low,concept,high,night,high,monday,Pomodoro
4.03229721769071,1.1709718766300712,5.893921761893944,1.7824560462302874,53.37700051346522,algorithms,low,revision,low,afternoon,high,thursday,Pomodoro
5.670436278382812,1.2115189787179441,9.777222964010857,6.305237227839221,68.27035356268851,dbms,low,concept,medium,afternoon,medium,monday,Spaced Repetition
6.833320687440801,1.496414236790255,9.435841981055564,8.771918785042859,80.44350716522175,dbms,low,revision,medium,afternoon,low,wednesday,Spaced Repetition
9.002074201546986,1.6904511163214797,7.152591989857854,7.22354991232235,93.00098206132624,data structures,low,concept,medium,night,low,saturday,Spaced Repetition
8.791545133961144,1.4488446805386301,6.422866031484995,2.9327005216752164,61.35810344993419,operating systems,high,concept,high,afternoon,low,sunday,Pomodoro
5.326031010745691,0.8959909093377363,4.724677134595472,4.835037509477015,57.25320738525549,dbms,high,revision,medium,night,medium,friday,Pomodoro
5.64891859350336,1.0094789507607034,4.897295911341667,1.934554474998348,47.41434943596943,general,high,revision,low,afternoon,low,saturday,Pomodoro
8.488852624748034,0.7225327768119791,5.280178408197827,4.46545611283255,84.37647814000823,mathematics,high,exam,medium,morning,medium,thursday,Pomodoro
3.2788673347812165,0.4978579754291874,7.542285791223165,1.631062411722907,41.57786360108011,machine learning,medium,concept,low,night,low,sunday,Pomodoro
3.369215573474899,1.1124727880515455,6.4684655905627935,9.529595236056748,47.58220851682031,algorithms,low,concept,medium,afternoon,high,tuesday,Pomodoro
8.307833416171391,0.6390429036149516,4.981330230482909,4.922635235622474,67.13647073734833,general,low,revision,high,night,low,wednesday,Pomodoro
7.013625957621146,1.7916242027971574,4.346729182119185,2.265880053103001,82.99791620212189,operating systems,medium,exam,medium,morning,medium,friday,Pomodoro
7.878916001860333,0.9853486606220059,6.03396382096944,2.3221801812063427,73.12964961826074,operating systems,medium,revision,low,morning,medium,thursday,Pomodoro
6.999520479348565,1.210687255888461,4.522492297548572,1.3286834144323647,77.2173191553151,data structures,low,exam,high,night,high,friday,Pomodoro
6.645853705221681,0.6029768307087189,9.80812576736577,7.326527937552159,48.20333658240795,dbms,low,concept,medium,morning,low,wednesday,Spaced Repetition
4.696303605278888,1.4408321381846858,7.069217165408751,9.492086954412793,42.51282363032653,general,low,concept,medium,morning,low,monday,Spaced Repetition
6.161496264416944,1.707259857055914,5.45156636871542,8.886631136715437,41.142604556457506,algorithms,low,exam,medium,afternoon,medium,monday,Spaced Repetition
6.873520615726181,0.12259758889844719,7.153476244373451,5.46980691150554,48.65006894908297,operating systems,medium,revision,high,morning,high,sunday,Pomodoro
6.168641857377162,1.2440589585040185,7.034453790132666,8.353919197023535,91.66052927848082,mathematics,medium,exam,medium,morning,high,wednesday,Pomodoro
5.068393989218215,1.3836937598919363,7.824354987610809,7.447190345866783,53.455502989073906,algorithms,low,exam,high,afternoon,high,wednesday,Pomodoro
1.8539580713281718,0.6660152661044885,6.241397716234483,2.9287006509059075,75.10729965562749,algorithms,low,concept,low,afternoon,high,thursday,Pomodoro
7.207313813756818,1.449741707159761,8.188701544501141,3.7987571924472996,45.979835324606555,operating systems,medium,revision,high,night,high,thursday,Pomodoro
2.260403309208061,0.6441611506325315,7.471512091557699,1.6758428122478257,96.6014379225929,data structures,medium,concept,medium,night,medium,wednesday,Pomodoro
5.783373345740544,1.7437324917018895,8.124246506186786,2.0042408181991727,48.86477946627767,algorithms,medium,exam,medium,afternoon,medium,saturday,Pomodoro
5.346049929387388,1.0281613912385463,8.975090679699505,4.994052213541021,74.25118153265876,data structures,high,exam,low,morning,low,saturday,Pomodoro
7.4934025581850525,0.011856430673756302,7.554644532390757,8.62665521436313,61.41399323048529,dbms,low,exam,medium,afternoon,high,saturday,Pomodoro
6.485007675945509,1.287104245974835,4.5280361650687135,9.041811251485932,63.3559838085429,algorithms,high,concept,high,afternoon,medium,sunday,Spaced Repetition
3.7310789480464557,1.7278716149199096,8.689138777198403,9.377269051102857,54.745018731153266,operating systems,low,revision,low,night,medium,sunday,Spaced Repetition
7.961266160404911,1.7502419847649888,4.159615381579384,6.057832074637413,52.85532606059107,algorithms,high,revision,high,night,high,monday,Pomodoro
6.891095721012383,1.9081878298046013,8.650965571173622,8.23271632438324,71.89604494107361,mathematics,medium,exam,high,morning,low,sunday,Spaced Repetition
3.4748127277627616,0.15929025806953168,6.577616460691281,5.988903382752898,59.724759300976395,mathematics,low,exam,low,night,low,monday,Spaced Repetition
7.962826555498006,0.9112327479336813,7.671424508603945,4.36167697808567,82.1168320071884,dbms,medium,concept,low,night,low,friday,Pomodoro
2.8334565394989992,0.6807696753550982,6.859407661480111,3.664589590350524,70.89576972354897,machine learning,low,concept,low,afternoon,low,tuesday,Pomodoro
5.728244336375482,1.4498205436721687,6.616289787835527,6.670311197881944,60.43455624526712,data structures,low,concept,high,morning,high,monday,Pomodoro
3.5799452315832068,0.7339156636339905,4.503387763773456,1.4704873504498515,55.207427780380975,dbms,medium,exam,medium,morning,medium,saturday,Pomodoro
3.6328638563341284,1.3677867095553538,8.76878652892466,2.0157234844932743,72.01128585885903,dbms,medium,exam,low,afternoon,medium,saturday,Pomodoro
9.97291452531296,0.8511117553934351,6.089383838244212,7.391888634846384,61.83396438971995,data structures,low,revision,low,afternoon,medium,monday,Spaced Repetition
7.321757753353282,1.268183890159678,9.907866216240198,2.2443880948918395,65.78422053578672,algorithms,medium,concept,high,afternoon,medium,friday,Pomodoro
6.141880138897925,1.9062492250159302,7.1004162696403865,8.37196593559919,72.82765855413403,algorithms,medium,revision,high,night,low,friday,Spaced Repetition
